raw_character_text,spoken_words
Lisa Simpson,"Bart? Uhh, he went to play with a friend."
Marge Simpson,"He didn't go to Nelson's, did he?"
Lisa Simpson,"No, no. I'm pretty sure he's with Milhouse."
Homer Simpson,MILHOUSE!
Milhouse Van Houten,What?
Homer Simpson,TELL BART TO COME HOME!
Milhouse Van Houten,I think he's at Nelson's!
Homer Simpson,WHO'S NELSON?
Marge Simpson,"Nelson?! I explicitly forbade Bart from playing with that little monster. Ooo, Bart is in deep, deep trouble."
Marge Simpson,"Oh, yes. And punish Lisa for lying to us."
Homer Simpson,"All right, young lady. I want you to march yourself directly to the Kwik-E-Mart and get me some chips and a beer."
Leavelle,Better.
Homer Simpson,"And get a little something for yourself, sweetheart."
,
Nelson Muntz,"Should we bury it, or chuck it into a car full of girls?"
Bart Simpson,"Hey, leave it alone."
Nelson Muntz,"Okay, okay. Don't kill me, killer."
Bart Simpson,Don't call me that!
Nelson Muntz,"Relax, Simpson. It was either him or you. No court would convict you."
,
Eagle,"Bart Simpson, do you know why you've been summoned before this tribunal?"
Bart Simpson,"Yes, sir. Because I killed an innocent bird."
Toucan,
Vulture,Dear Lord! We just wanted you to put fresh newspaper on the tribunal floor!
Eagle,We're knee-deep in our own droppings. It's disgusting.
Toucan,"But since you've confessed to bird-slaughter, we have no choice but to peck your face off!"
Bart Simpson,No! Not the face!
Birds,
Bart Simpson,Ow! What are you doing?
Nelson Muntz,"I got bored, so I started slapping you."
Bart Simpson,Uh-oh.
Marge Simpson,"Young man, you're coming home with me this minute."
Nelson Muntz,"All right! Finally, a real home."
Marge Simpson,Not you. Bart.
Nelson Muntz,"Oh. See ya later, killer."
Marge Simpson,Killer? Why did he call you killer?
Bart Simpson,"Mom, you were right. Nelson is bad news. Can we go home?"
Marge Simpson,What are you hiding there?
Bart Simpson,Nothing.
Marge Simpson,What are those cats doing behind you?
Bart Simpson,"Uh, cats like me."
Bart Simpson,"Get off, get off!"
Marge Simpson,Bart! Did you kill that poor bird?
Bart Simpson,"I didn't mean to, Mom. The gun pulled to the left --"
Marge Simpson,"You disobeyed me, snuck over here, and murdered a helpless animal?"
Bart Simpson,"I know, I really screwed up. I deserve to be punished."
Marge Simpson,"What's the point, Bart? I punish and I punish and I punish, but it never sinks in. So you know what? Do what you want. You want to play with little hoodlums? Fine. Have fun killing things."
Bart Simpson,"Mom, wait..."
Bart Simpson,"Oh, my God."
Bart Simpson,"Hi, little eggs. I'm not sure how to tell you this, but... Y-Your mom was involved in an incident. Mistakes were made. By me. But don't worry, I'll take care of you."
,
Troy McClure,"Hi, I'm Troy McClure. You may remember me from such nature films as ""Earwigs: Eww,"" and ""Man vs. Nature: The Road to Victory."""
Troy McClure,"In all the animal kingdom, no mother is more devoted than the Blue Jay."
Troy McClure,"Valuing her eggs above even her own life, the mother bird bravely fights off such fearsome predators as the badger and the mongoose."
Troy McClure,"Of course, one thing mother Blue Jay can't defend against is a set of steel tongs."
Troy McClure,"Eggs. Precious eggs. If they're to survive, they require the gentle warmth and tender love that only a mother can provide. Or better yet, a 75-watt bulb."
,
Troy McClure,"Oh, hello. In a few days, our eggs will hatch into nestlings, like these over here."
Billy,"They look awfully hungry, Mr. McClure."
Troy McClure,"They sure are, Billy. In nature, their mother would regurgitate food for them to eat."
Billy,That's gross.
Troy McClure,"It sure is, Billy. It sure is."
Library Lady Tress,You've checked this Bible out every weekend for the last nine years. Wouldn't it be easier to just buy one?
Rev. Timothy Lovejoy,Perhaps on a librarian's salary.
,
,
Bart Simpson,"Hey, fellas, good news. I found an extra 75-watt bulb lyin' around."
,
Homer Simpson,
,
Bart Simpson,"Check it out, guys. I've been working on this regurgitation thing."
Bart Simpson,"Oh, yeah. Hope you like PopTarts."
Bart Simpson,"I think I'll call you Chirpy Boy, and you Bart Junior. And you can call me Mother. No, wait, that sounds kinda fruity. Just call me Mom."
,
Marge Simpson,Mmm. What do you think he's doing up there?
Homer Simpson,I'unno. Drug lab?
Marge Simpson,Drug lab?!
Homer Simpson,"Or reading comic books. What am I, Kreskin? You tell me what he's doing."
Marge Simpson,"I don't know, and I don't want to know. And I'm going to find out!"
Marge Simpson,"Oh, my good, gray extension cord."
,
Bart Simpson,"Oh, no!"
Bart Simpson,I've gotta keep these warm.
Marge Simpson,"Bart, stop whatever you're doing and come down here."
Bart Simpson,Can't right now. Come back later.
Marge Simpson,"Oh, I'll come back later."
Marge Simpson,How's this for later?!
Bart Simpson,"Mom, listen--"
Marge Simpson,Why are you sitting like that? What are you hiding this time?
Marge Simpson,Eggs?
Bart Simpson,"That bird I killed was their mother. I don't want her babies to die, too."
Marge Simpson,"Ohhh, oh, honey. Oh, come here."
Marge Simpson,Oh my goodness! Look!
Bart Simpson,
,
Homer Simpson,"Oh, man. This is the most exciting thing I've seen since Haley's Comet collided with the moon!"
Lisa Simpson,"That never happened, Dad."
Homer Simpson,Sure it didn't.
Bart Simpson,"Is the nest still warm enough, Mom?"
Marge Simpson,Hmm... it's starting to cool down. I'll bake another pie.
Homer Simpson,"Ooo, how 'bout cherry this time? And would it kill you to make some coffee?"
Homer Simpson,Why is this taking so long? Bart was born in about five minutes.
Marge Simpson,"Actually, it took fifty-three hours."
Homer Simpson,"Really? Well, the time just flew by, didn't it?"
Marge Simpson,
,
Bart Simpson,Everybody come quick! They're hatching!
Marge Simpson,I see a foot!
Lisa Simpson,I see an eye!
Bart Simpson,I see a neck!
Homer Simpson,I see a horn!
Lisa Simpson,A horn?
Homer Simpson,
Bart Simpson,"Man, those are some funky-lookin' birds."
Homer Simpson,"Aww... Ohh, you look like a little tiny dinosaur."
Homer Simpson,That is one vicious baby bird.
Lisa Simpson,"Dad, they aren't birds."
Bart Simpson,"Sure they are. They came from eggs in a bird's nest. Therefore, they're birds. Ixo fatso."
Lisa Simpson,"One, they don't have beaks, two, they don't have feathers, and three, they're lizards."
Bart Simpson,You're a lizard.
Homer Simpson,Enough bickering. I know how to settle this.
Marge Simpson,No kickboxing!
Homer Simpson,
Homer Simpson,"If anyone wants me, I'll be eating alone in the basement."
,
Seymour Skinner,"Now, uh, people, there's been some confusion about our bird-sighting rules. You cannot count birds that you've seen at the zoo, on stamps, or in dreams."
Moe Szyslak,"Well, I'm back to square one."
Jasper Beardly,"Hmmm. My God, a pigeon! That's the last bird on my list! Huh. So long, suckers."
Bart Simpson,Excuse me. Can you tell us what kind of birds these are? They hatched from eggs I found in a nest.
Seymour Skinner,"Good heavens! I'm very glad you brought those in, Bart."
Seymour Skinner,I'll just get those killed and you can be on your way.
Bart Simpson,Wait! What the heck are you doing?!
Seymour Skinner,"My civic duty, that's what."
Lisa Simpson,Bolivian Tree Lizard?
Seymour Skinner,"Mm-hm. It's a vicious ovoraptor. It feasts on bird eggs, and lays its own eggs in the nest. The unsuspecting mother bird cares for them until the babies hatch and devour her, too."
Moe Szyslak,What a chump.
Bart Simpson,Help! Dad's trying to kill me!
Seymour Skinner,"It's already wiped out the Dodo, the Cuckoo, and the NeNe. And it has nasty plans for the booby, the titmouse, the woodcock, and the titpecker."
Marge Simpson,How vile.
Seymour Skinner,"Well, the one thing that mystifies me is how a Bolivian lizard made it to Springfield."
Apu Nahasapeemapetilon,That is a puzzlement.
,
C. Montgomery Burns,"Look, Skinner, we haven't got all day. Kill the horrid beasts, then do away with their lizards."
Bart Simpson,No! Don't hurt them! I'll just keep them as pets.
Seymour Skinner,"No, they might escape and breed. The law is very clear on this: they must be exterminated as quickly and as gruesomely as possible."
Bart Simpson,Nooo! They're mine.
Marge Simpson,I'm sure we can work this out. He's just a child. Let me talk to him.
Seymour Skinner,All right. I'll give you a moment. That will give us time to prepare for the splatter.
,
Marge Simpson,"Bart, I'm sorry, but there's nothing we can do. Your lizards are banned by federal law."
Bart Simpson,"Everyone thinks they're monsters, but I raised them and I love them. I know that's hard to understand."
Marge Simpson,Not as hard as you think.
Marge Simpson,Run for it.
Bart Simpson,Really?
Seymour Skinner,"Okay, that's exactly one moment. It-- Oh my God, he's getting away!"
Birders,
Moe Szyslak,What?
Waylon Smithers,Stop him!
Moe Szyslak,"Outta the way, Midge!"
Marge Simpson,"Oh, am I in the way?"
C. Montgomery Burns,"Yes, yes, you're in the way! Are you daft, woman?"
Marge Simpson,Sorry. I didn't realize I was in the way.
Seymour Skinner,You're still in the way. You don't seem to be moving at all.
Edna Krabappel-Flanders,"Oh, for cryin' out loud. Just knock her ass down!"
Moe Szyslak,"Way to shove, Edna."
Apu Nahasapeemapetilon,Let us roll.
Homer Simpson,Stupid cards.
Bart Simpson,"Guys, is it really true? Are you cold-blooded egg-murderers?"
Bart Simpson,Don't use that look on me. I invented that look.
C. Montgomery Burns,"There he is, off in the distance!"
Birders,
Seymour Skinner,"Okay, Bart. This is where it ends. Relinquish the lizards."
Seymour Skinner,I said relinquish!
Bart Simpson,
Bart Simpson,Oh no! You killed 'em.
Seymour Skinner,Good riddance to bad lizards.
Lisa Simpson,
Bart Simpson,"Whoa, look at 'em."
Bart Simpson,"Go, Chirpy Boy! Go, Bart Junior!"
Seymour Skinner,"Oh, nuts."
Lisa Simpson,Wow. Did you know they had those web flaps for gliding?
Seymour Skinner,"Yes, but I was hoping they didn't know that."
Seymour Skinner,"Well, I hope you're happy, Bart. You have no idea what kind of plague you've unleashed upon this town."
Kent Brockman,"Our top story: the population of parasitic tree lizards has exploded -- and local citizens couldn't be happier! It seems the rapacious reptiles have developed a taste for the common pigeon, also known as the feathered rat, or gutter bird."
Kent Brockman,"For the first time, citizens need not fear harassment by flocks of chattering disease-bags."
,
Mayor Joe Quimby,"For decimating our pigeon population, and making Springfield a less oppressive place to while away our worthless lives, I present you with this scented candle."
Townspeople,/ Yay! / Woo-hoo! / All right!
Seymour Skinner,"Well, I was wrong. The lizards are a godsend."
Lisa Simpson,But isn't that a bit short-sighted? What happens when we're overrun by lizards?
Seymour Skinner,No problem. We simply unleash wave after wave of Chinese Needle Snakes. They'll wipe out the lizards.
Lisa Simpson,But aren't the snakes even worse?
Seymour Skinner,"Yes, but we're prepared for that. We've lined up a fabulous type of gorilla that thrives on snake meat."
Lisa Simpson,But then we're stuck with gorillas!
,
Seymour Skinner,"No, that's the beautiful part. When wintertime rolls around, the gorillas simply freeze to death."
Lisa Simpson,
Homer Simpson,"I'm proud of you, boy. Mmmm, loganberry."
Lisa Simpson,"I don't get it, Bart. You got all upset when you killed one bird, but now you've killed tens of thousands and it doesn't bother you at all."
Bart Simpson,"Hey, you're right. I call the front seat!"
Lisa Simpson,You had it on the way over!
,
Snake Jailbird,"Hmm, good lines, nice balance. Let's see how she handles."
Snake Jailbird,"Ho-ho, oh yeah, tame it, baby. Yo, ring 'er up, dude."
Apu Nahasapeemapetilon,"You cannot smoke in here! Please, the sign is clearly posted, sir."
Moe Szyslak,"Oh, God. You smokers disgust me. Hey 'Pu, you got a breakfast cereal for people with syphilis?"
Chief Wiggum,"Hands up, scuzzbag."
Chief Wiggum,"No, not you. The smoking scuzzbag."
Snake Jailbird,"Ho-ho, chill out, dude. I'll pay the fine."
Chief Wiggum,"Not this time, you won't. This is your third strike. First you torched that orphanage, then you blew up that bus full of nuns..."
Snake Jailbird,"Hey, that was self-defense."
Chief Wiggum,"Well, you'll be seeing lotsa nuns where you're going, pal: hell! Because the penalty for strike three is death."
Snake Jailbird,"Ho-ho, you'll never make it stick, dude."
Chief Wiggum,Will too. 'Cause this place is full of witnesses: Apu... that scuzzbag Moe...
Snake Jailbird,"I'm not going to forget this, dudes. I'm going to totally kill both of you."
Chief Wiggum,"And, uh, don't forget Bart Simpson. He's a witness too. Right, Barty?"
Snake Jailbird,"Oh, you are soooo dead, little dude."
Bart Simpson,"Thanks a lot, Chief."
